Masec I.Iosif,Uniunea Democrata A Slovacilor Si Cehilor Din Romania,2000,52909
Iancu I.Simion,Partidul Democrat,2000,52936
Negru Daniel,Partidul Democrat,2000,52954
Mosoarca Ion,Candidat independent,2000,52990
Grama Zaharia,Partidul Democratiei Sociale Din Romania,2000,53023
Canea Ilie,Conventia Democrata Romana,2000,53069
Lala Ion,Partidul Democrat,2000,53103
Armas Iancu,Alianta Pentru Romania,2000,53130
Vlasici Marian,Conventia Democrata Romana,2000,53167
Margan Nicolae,Partidul Democratiei Sociale Din Romania,2000,53210
Puscas Traian,Alianta Nationala Crestin Democrata,2000,53247
Panduru Iancu,Partidul Democrat,2000,53274
Ghimboasa Petru,Partidul Romania Mare,2000,53327
Miscoi Ion,Partidul Democratiei Sociale Din Romania,2000,53345
Pop Petru,Partidul National Liberal,2000,53372
Balatescu N.Constantin,Partidul Democratiei Sociale Din Romania,2000,50987
Prodan Ioan (POPOVICI),Partidul Democratiei Sociale Din Romania,2000,53425
Georgevici Mileta,Partidul Democrat,2000,53513
Stefancu Lucian,Partidul Democrat,2000,53577
Mircea Ioan Nicolae,Partidul Democratiei Sociale Din Romania,2000,53639
Lechici Mirco,Candidat independent,2000,53675
Ecobici Dorin,Partidul Democrat,2000,53728
Axuc Ioan,Partidul Democrat,2000,53755
Stoian Constantin,Partidul Democratiei Sociale Din Romania,2000,53791
Birtea Gheorghe,Partidul Democratiei Sociale Din Romania,2000,53853
Motolan Martin,Partidul Democratiei Sociale Din Romania,2000,54056
Radosavlevici Milorad,Partidul Democrat,2000,54109
Anghel Nicolae,Partidul Democrat,2000,54163
Anculia Romica Pavel,Partidul Democrat,2000,54270
Balaci Ion,Alianta Pentru Romania,2000,54350
Marincoiu Margareta,Conventia Democrata Romana,2000,54305
Hasca Ilie,Partidul Democratiei Sociale Din Romania,2000,54387
Harambasa Petru,Partidul Democratiei Sociale Din Romania,2000,54412
Ponoran Vasile,Alianta Pentru Romania,2000,54485
Musa V.Danut Ionel,Alianta Pentru Romania,2000,54500
Sest Petru,Partidul Democrat,2000,54537
Briceag D. Vergiliu,Partidul Democratiei Sociale Din Romania,2000,54573
Obrejan Isidor Romolus,Partidul National Roman,2000,54617
Isfan Viorel,Partidul Democrat,2000,54699
Spataru Liviu,Partidul National Liberal,2004,50790
Vela Ion Marcel,Partidul National Liberal,2004,51010
Neicu Gheorghe,Partidul Social Democrat,2004,50889
Pascu Patriciu Mirel,Partidul Social Democrat,2004,50969
Oprescu Ion,Partidul National Liberal,2004,50923
Lupu Matei,Partidul Social Democrat,2004,51056
Goga Ion,Partidul Democrat,2004,51118
Iancu Simion,Partidul Democrat,2004,51207
Matica Nicolae,Partidul Social Democrat,2004,51243
Tincu Ioan,Partidul Social Democrat,2004,51305
Barbescu Romulus,Partidul Democrat,2004,51332
Ohn Ioan Viorel,Partidul Social Democrat,2004,51387
Furdui Petru Nicolae,Partidul Social Democrat,2004,51449
Luca Aurel Coriolan,Partidul Social Democrat,2004,51500
Mihailescu Petru,Partidul Social Democrat,2004,51546
Miclea Aurel,Partidul Democrat,2004,51573
Rosca Viorel Mitea,"Partidul National Antitotalitar """"RENASTEREA Romaniei""""""""",2004,51626
Rank Carol,Forumul Democrat Al Germanilor Din Romania,2004,51662
Coila Gheorghe,Partidul Social Democrat,2004,51699
Paica Gheorghe,Partidul National Taranesc Crestin Democrat,2004,51751
Bogdan Petru,Uniunea Croatilor Din Romania,2004,51804
Prasnescu Gheorghe,Partidul Social Democrat,2004,51840
Percea Gheorghe Puiu,Partidul National Liberal,2004,51948
Mihailovici Gheorghe,Partidul Social Democrat,2004,51984
Botos Adrian,Partidul Social Democrat,2004,52035
Almajan Muntean Ion,Partidul Social Democrat,2004,51877
Hrecin Mihai,Partidul Democrat,2004,52062
Draganescu Nicolae,Partidul Social Democrat,2004,52115
Lozici Stefan Ioan,Partidul Social Democrat,2004,52160
Danet Gheorghe,Partidul Umanist Din Romania (SOCIAL Liberal),2004,53489
Fuicu Vasile,Partidul Democrat,2004,52570
Oana Danut,Partidul Social Democrat,2004,52650
Moise Elena,Partidul Umanist Din Romania (SOCIAL Liberal),2004,52696
Lorint C. Petru,Partidul Democrat,2004,52721
Imbrescu Ilia-Licu,Partidul National Liberal,2004,53700
Rusu Ioan,Partidul Social Democrat,2004,52758
Borduz Ioan,Partidul Democrat,2004,52785
Stoia Ion,Partidul Social Democrat,2004,52856
Tismanariu Nicolae,Partidul Social Democrat,2004,52909
Crisnic Petru Novac,Partidul Democrat,2004,52936
Susa Nicolae,Partidul Social Democrat,2004,52954
Mosoarca Ion,Partidul Social Democrat,2004,52990
Terteleaca Victor,Partidul Democrat,2004,53023
Canea Ilie,Partidul Social Democrat,2004,53069
Lala Ion,Partidul Social Democrat,2004,53103
Velescu Ion,Partidul Democrat,2004,53130
Vlasici Marian,Partidul Social Democrat,2004,53167
Margan Nicolae,Partidul Social Democrat,2004,53210
Puscas Traian,Partidul Social Democrat,2004,53247
Panduru Iancu,Partidul Social Democrat,2004,53274
Catana Iosif,Partidul Democrat,2004,53327
Girjan Andrei,Partidul Social Democrat,2004,53345
Pop Petru,Partidul National Liberal,2004,53372
Ciobica Mircea Gica,Partidul Social Democrat,2004,50987
Prodan Ioan,Partidul Social Democrat,2004,53425
Radovancovici Omer,Partidul Democrat,2004,53513
Verindeanu Pavel,Partidul National Liberal,2004,53577
Mircea Ioan Nicolae,Partidul Social Democrat,2004,53639
Lechici Mirco,Partidul Social Democrat,2004,53675
Ecobici Dorin,Partidul Social Democrat,2004,53728
Axuc Ioan,Partidul Social Democrat,2004,53755
Poplicean Ion,Partidul Democrat,2004,53791
Birtea Gheorghe,Partidul Social Democrat,2004,53853
Motolan Martin,Partidul Social Democrat,2004,54056
Petrovici Dusan,Partidul Ecologist Roman,2004,54109
Baba Paun,Partidul Social Democrat,2004,54163
Damian Romulus Marius,Partidul Social Democrat,2004,54270
Balaci Ion,Partidul Social Democrat,2004,54350
Marincoiu Margareta,Partidul National Taranesc Crestin Democrat,2004,54305
Hasca Ilie,Partidul Social Democrat,2004,54387
Harambasa Petru,Partidul Social Democrat,2004,54412
Ponoran Vasile,Partidul Social Democrat,2004,54485
Musa Danut Ionel,Partidul Social Democrat,2004,54500
Sest Petru,Partidul Social Democrat,2004,54537
Briceag Vergiliu,Partidul Social Democrat,2004,54573
Bunei Antonie,Partidul Democrat,2004,54617
Isfan Viorel,Partidul Social Democrat,2004,54699
Stepanescu Mihai,Candidat independent,2008,50790
Vela Ion Marcel,Partidul National Liberal,2008,51010
Neicu Gheorghe,Partidul Democrat Liberal,2008,50889
Vasilescu Nicusor,Partidul Democrat Liberal,2008,50923
Pascu Patriciu Mirel,Partidul Social Democrat,2008,50969
Chisalita Ion,Partidul Democrat Liberal,2008,51056
Goga Ion,Partidul Democrat Liberal,2008,51118
Iancu Simion Simi,Partidul Democrat Liberal,2008,51207
Vetres Ioan,Partidul Democrat Liberal,2008,51243
Albu Alexandru Vichentie,Partidul Democrat Liberal,2008,51305
Barbescu Romulus,Partidul Democrat Liberal,2008,51332
Popovici Tiberius,Partidul National Liberal,2008,51387
Furdui Petru Nicolae,Partidul Democrat Liberal,2008,51449
Luca Aurel-Coriolan,Partidul Democrat Liberal,2008,51500
Neagoe Andrei,Partidul National Liberal,2008,51546
Miclea Aurel,Partidul Democrat Liberal,2008,51573
Rosca Viorel-Mitea,Partidul Democrat Liberal,2008,51626
Rank Karol,Forumul Democrat Al Germanilor Din Romania,2008,51662
Coila Gheorghe,Partidul Social Democrat,2008,51699
Paica Gheorghe,Partidul Democrat Liberal,2008,51751
Bogdan Petru,Uniunea Croatilor Din Romania,2008,51804
Prasnescu Gheorghe,Partidul Democrat Liberal,2008,51840
Percea Gheorge-Puiu,Partidul National Liberal,2008,51948
Orbulescu Ion,Partidul Democrat Liberal,2008,51984
Botos Adrian,Partidul Social Democrat,2008,52035
Boambes Daniel,Partidul National Liberal,2008,51877
Sutac Ioan,Partidul National Liberal,2008,52062
Jurescu Ion,Partidul Social Democrat,2008,52115
Lozici Stefan Ioan,Partidul Democrat Liberal,2008,52160
Danet Gheorghe,Partidul Democrat Liberal,2008,53489
Bacila Pitu Sorin,Partidul National Liberal,2008,52570
Oana Danut,Partidul Social Democrat,2008,52650
Moise Elena,Partidul Democrat Liberal,2008,52696
Lorint Petru,Partidul Democrat Liberal,2008,52721
Imbrescu Ilia Licu,Partidul National Liberal,2008,53700
Rusu Ioan,Partidul National Liberal,2008,52758
Borduz Ioan,Partidul Democrat Liberal,2008,52785
Stoia Ion,Partidul Democrat Liberal,2008,52856
Tismanariu Nicolae,Partidul Social Democrat,2008,52909
Crisnic Petru-Novac,Partidul Democrat Liberal,2008,52936
Susa Nicolae,Partidul Democrat Liberal,2008,52954
Mosoarca Ion,Partidul Social Democrat,2008,52990
Terteleaca Victor,Partidul Democrat Liberal,2008,53023
Canea Ilie,Partidul Democrat Liberal,2008,53069
Lala Ion,Partidul Democrat Liberal,2008,53103
Velescu Ion,Partidul Democrat Liberal,2008,53130
Vlasici Marian,Partidul Democrat Liberal,2008,53167
Adam Trandafir,Partidul Social Democrat,2008,53210
Puscas Traian,Partidul Social Democrat,2008,53247
Panduru Iancu,Partidul Democrat Liberal,2008,53274
Catana Iosif,Partidul Democrat Liberal,2008,53327
Garjan Andrei,Partidul Democrat Liberal,2008,53345
Pop Petru,Partidul National Liberal,2008,53372
Ciobica Mircea Gica,Partidul Social Democrat,2008,50987
Prodan Ioan,Partidul Democrat Liberal,2008,53425
Radovancovici Omer,Partidul Democrat Liberal,2008,53513
Verindeanu Pavel,Partidul National Liberal,2008,53577
Mircea Ioan-Nicolae,Partidul Social Democrat,2008,53639
Lechici Mirco,Partidul Democrat Liberal,2008,53675
Ecobici Dorin,Partidul Democrat Liberal,2008,53728
Daminescu Nicolae,Partidul Democrat Liberal,2008,53755
Poplicean Ion,Partidul Democrat Liberal,2008,53791
Jurca Petru,Partidul National Liberal,2008,53853
Roma Gheorghe,Partidul National Liberal,2008,54056
Ghita Valentin,Partidul Democrat Liberal,2008,54109
Baba Paun,Partidul Democrat Liberal,2008,54163
Damian Romulus-Marius,Partidul Social Democrat,2008,54270
Fistea George,Partidul National Liberal,2008,54305
Blagoiescu Birau Rusalin,Partidul Conservator,2008,54350
Hasca Ilie,Partidul Social Democrat,2008,54387
Harambasa Petru,Partidul Social Democrat,2008,54412
Mocanu Marius,Uniunea Populara Social Crestina,2008,54485
Musa Danut Ionel,Partidul Democrat Liberal,2008,54500
Damian Ion Iacob,Partidul Democrat Liberal,2008,54537
Micsa Danut,Partidul National Liberal,2008,54573
Bunei Antonie,Partidul Social Democrat,2008,54617
Isfan Viorel,Partidul Democrat Liberal,2008,54699
N/A,,1996,92569
Mihai Aurica,Candidat independent,1996,101458
Maturaru Ion,Conventia Democratica Din Romania,1996,103032
Savu Ion,Partidul Democratiei Sociale Din Romania,1996,93888
Sima Rodin,Conventia Democratica Din Romania,1996,100610
Sultan I. Gheorghe,Partidul Democratiei Sociale Din Romania,1996,94125
Dinei Petre,Partidul Democratiei Sociale Din Romania,1996,101083
Zaharia Costica,Partidul Democratiei Sociale Din Romania,1996,92961
Dinca Petre,Conventia Democratica Din Romania,1996,101724
Checiu Vasile,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,101804
Penu Mihail,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,101822
Mihail Marius Gabriel,Conventia Democratica Din Romania,1996,93085
N/A,,1996,102419
Tenea D. Stefan,Partidul Democratiei Sociale Din Romania,1996,93281
N/A,,1996,93370
Manea Laurentiu,Partidul Socialist Al Muncii,1996,93325
Chitu Alexandru,Partidul Democratiei Sociale Din Romania,1996,93441
Proca Constantin,Partidul Democratiei Sociale Din Romania,1996,93487
Moldoveanu Marius,Partidul Democratiei Sociale Din Romania,1996,93539
Anghelescu Romulus,Conventia Democratica Din Romania,1996,102838
N/A,,1996,102945
N/A,,1996,103014
Iancu Florian,Partidul Democratiei Sociale Din Romania,1996,93664
Vasile Constantin,Partidul Democratiei Sociale Din Romania,1996,103568
Pirsoiu V. H. George,Conventia Democratica Din Romania,1996,103764
Anghel N. Constantin,Candidat independent,1996,93771
Nitu I. Aneta,Partidul Democratiei Sociale Din Romania,1996,93815
Voicu Stefan,Partidul Democratiei Sociale Din Romania,1996,93851
Alexandru N. Alexandru,Conventia Democratica Din Romania,1996,104083
Toma Marin,Conventia Democratica Din Romania,1996,93931
Istrate Stancu,Conventia Democratica Din Romania,1996,100638
Capraru Valerica,Partidul Democrat Agrar Din Romania,1996,104181
Martac Victor,Partidul Democratiei Sociale Din Romania,1996,92587
Budesteanu I. Dumitru,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,104323
Giurea Constantin,Partidul Democrat Agrar Din Romania,1996,104341
Spanu Constantin,Partidul Democratiei Sociale Din Romania,1996,94223
Dumitrica Cristian,Partidul Democrat Agrar Din Romania,1996,104635
N/A,,1996,104751
Costache Dumitru,Partidul Unitatii Nationale Romane,1996,94312
Demiruli Constantin,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,104886
Ion St. Nicolae,Partidul Democratiei Sociale Din Romania,1996,105222
Cojocaru Constantin,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,105259
Marinciu M. Constantin,Partidul Democratiei Sociale Din Romania,1996,105384
Pandea Gh. Nicolae,Partidul Democratiei Sociale Din Romania,1996,94562
Avram George,Partidul Democratiei Sociale Din Romania,1996,94580
N/A,,1996,105455
Bratu Marian,Partidul Democratiei Sociale Din Romania,1996,105605
Bratu M. Ion,Partidul Democratiei Sociale Din Romania,1996,94606
Nica George,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,94651
Stoica Stefan,Partidul Liberal - 1993,1996,105712
Mirica I. Constantin,Partidul Democratiei Sociale Din Romania,1996,105829
Marin D. Elisabeta,Conventia Democratica Din Romania,1996,94731
Vaideanu Cornelia,Partidul Unitatii Nationale Romane,1996,94768
Tutuianu T. Mirel Daniel,Partidul Democratiei Sociale Din Romania,2000,92569
Mihai C. Aurica,Partidul Democratiei Sociale Din Romania,2000,101458
Maturaru Ion,Conventia Democrata Romana,2000,103032
Ion Ileana Viorica,Partidul Democratiei Sociale Din Romania,2000,93888
Stefan Dumitru,Partidul Democratiei Sociale Din Romania,2000,100610
Sultan Gheorghe,Partidul Democratiei Sociale Din Romania,2000,94125
Dinei Petre,Partidul Democratiei Sociale Din Romania,2000,101083
Zaharia Costica,Partidul Democratiei Sociale Din Romania,2000,92961
Iorga Gheorghe,Conventia Democrata Romana,2000,101724
Checiu Vasile,Partidul Democrat,2000,101804
Penu Mihail,Partidul Democrat,2000,101822
Pavel Petre,Partidul Democratiei Sociale Din Romania,2000,93085
Viziru D. Petre,Partidul Unitatii Nationale Romane,2000,102419
Toma C. Gheorghe,Alianta Pentru Romania,2000,93281
Manea Laurentiu,Partidul Democratiei Sociale Din Romania,2000,93325
Iacomi Iulian,Partidul Democratiei Sociale Din Romania,2000,93370
Chitu Alexandru,Partidul Democratiei Sociale Din Romania,2000,93441
Varza Marian,Partidul Democratiei Sociale Din Romania,2000,93487
Moldoveanu Marius,Partidul Democratiei Sociale Din Romania,2000,93539
Stan Vasile,Partidul National Liberal,2000,102838
Vasilescu Eugeniu,Partidul Democratiei Sociale Din Romania,2000,102945
Enache Dumitru,Partidul Umanist Din Romania,2000,103014
Iancu N. Florian,Partidul Democratiei Sociale Din Romania,2000,93664
Radu Vasile,Conventia Democrata Romana,2000,103568
Alexandru Corneliu,Partidul Democratiei Sociale Din Romania,2000,103764
Anghel Constantin,Candidat independent,2000,93771
Nitu Aneta,Partidul Democratiei Sociale Din Romania,2000,93815
Ivan F. Gheorghe,Partidul National Liberal,2000,93851
Dobrin P. Ion,Partidul Democrat,2000,104083
Vidu Ion,Partidul Democratiei Sociale Din Romania,2000,93931
Morar Aurel,Partidul Democratiei Sociale Din Romania,2000,100638
Mocanu Aurel,Partidul Social Democrat Roman,2000,104181
Martac Victor,Partidul Democratiei Sociale Din Romania,2000,92587
Budesteanu Dumitru,Partidul Democrat,2000,104323
Giurea Constantin,Conventia Democrata Romana,2000,104341
Bucur Vasile,Conventia Democrata Romana,2000,94223
Caraene Aurel,Partidul National Liberal,2000,104635
Dumitrescu D. Ion,Alianta Pentru Romania,2000,104751
Rijnoveanu Nicolae,Partidul Democratiei Sociale Din Romania,2000,94312
Marcu Nicolae,Partidul Democratiei Sociale Din Romania,2000,104886
Butulan N. Costel,Alianta Pentru Romania,2000,105222
Cojocaru Constantin,Partidul Democrat,2000,105259
Marinciu M. Constantin,Partidul Democratiei Sociale Din Romania,2000,105384
Pandea Nicolae,Partidul Democratiei Sociale Din Romania,2000,94562
Avram G. George,Partidul Democratiei Sociale Din Romania,2000,94580
Sandu Constantin,Partidul Democratiei Sociale Din Romania,2000,105455
Bratu Marian,Partidul Democratiei Sociale Din Romania,2000,105605
Bratu M. Ion,Partidul Democratiei Sociale Din Romania,2000,94606
Nica George,Partidul Democratiei Sociale Din Romania,2000,94651
Culea T. Dumitru,Conventia Democrata Romana,2000,105712
Mirica I. Constantin,Partidul Democratiei Sociale Din Romania,2000,105829
Iliuta Vasile,Partidul Umanist Din Romania,2000,94731
Vaideanu C. Cornelia,Partidul Democratiei Sociale Din Romania,2000,94768
Dragu Nicolae,Partidul National Liberal,2004,92569
Milescu Costinel,Partidul Actiunea Populara,2004,100610
Lefter Lucia,Partidul National Liberal,2004,101458
Dorobantu Dorel,Partidul Social Democrat,2004,103032
Ion Ileana Viorica,Partidul Social Democrat,2004,93888
Eremia Niculae,Partidul National Liberal,2004,94125
Dinei Petre,Partidul Social Democrat,2004,101083
Zagarin Marcel,Partidul Umanist Din Romania (SOCIAL Liberal),2004,92961
Cucuta St. Gheorghe,Partidul Democrat,2004,101724
Stanila Constantin,Partidul Umanist Din Romania (SOCIAL Liberal),2004,101804
Penu Mihail,Partidul Social Democrat,2004,101822
Pavel Petre,Partidul Social Democrat,2004,93085
Gazu Aurica,Partidul Noua Generatie,2004,102419
Toma Gheorghe,Partidul Social Democrat,2004,93281
Ganea Nicoleta,Partidul Democrat,2004,93325
Iacomi Iulian,Partidul Social Democrat,2004,93370
Chitu Alexandru,Partidul Social Democrat,2004,93441
Varza Marian,Partidul Social Democrat,2004,93487
Moldoveanu Daniel Marius,Partidul Social Democrat,2004,93539
Manole Vasile,Partidul Social Democrat,2004,102838
Duta Paul,Partidul Democrat,2004,102945
Cartusanu Gheorghita,Partidul Democrat,2004,103014
Boboc Alecsandru,Partidul Umanist Din Romania (SOCIAL Liberal),2004,93664
Tudor Lucian,Partidul Democrat,2004,103568
Alexandru Corneliu,Partidul Social Democrat,2004,103764
Anghel Constantin,Candidat independent,2004,93771
Nitu Aneta,Partidul Social Democrat,2004,93815
Matei Nicolae,Partidul Social Democrat,2004,93851
Dobrin Ion,Partidul Social Democrat,2004,104083
Manea Victor,Partidul Noua Generatie,2004,93931
Capraru Valerica,Partidul National Liberal,2004,104181
Minciuna Tudorica,Candidat independent,2004,100638
Dobre Gheorghe,Partidul National Liberal,2004,92587
Budesteanu Dumitru,Partidul Umanist Din Romania (SOCIAL Liberal),2004,104323
Giurea Constantin,Partidul Social Democrat,2004,104341
Damian Tudorel,Partidul National Liberal,2004,94223
Caraene Aurel,Partidul Social Democrat,2004,104635
Dumitrescu Ion,Partidul National Liberal,2004,104751
Rajnoveanu Nicolae,Partidul Social Democrat,2004,94312
Marcu Nicolae,Partidul Social Democrat,2004,104886
Butulan Costel,Partidul Social Democrat,2004,105222
Cojocaru Constantin,Partidul Social Democrat,2004,105259
Marinciu Constantin,Partidul Social Democrat,2004,105384
Pandea Nicolae,Partidul Social Democrat,2004,94562
Avram George,Partidul Social Democrat,2004,94580
Chirica Constantin,Partidul Social Democrat,2004,105455
Uleia Gheorghe,Partidul National Liberal,2004,105605
Bratu Ion,Partidul Social Democrat,2004,94606
Parlea Aurica,Partidul Democrat,2004,94651
Culea Dumitru,Partidul Social Democrat,2004,105712
Vasile Lucian,Partidul Social Democrat,2004,105829
Iliuta Vasile,Partidul Umanist Din Romania (SOCIAL Liberal),2004,94731
Constantin Mihalache,Partidul National Liberal,2004,94768
Dragu Nicolae,Partidul National Liberal,2008,92569
Milescu Costinel,Alianta Pentru Municipiul Oltenita Pnl + Pntcd,2008,100610
Lefter Lucia,Partidul National Liberal,2008,101458
Dorobantu Dorel,Partidul Social Democrat,2008,103032
Iacomi Iulian,Partidul Democrat Liberal,2008,93888
Eremia Niculae,Partidul National Liberal,2008,94125
Dinei Petre,Partidul Democrat Liberal,2008,101083
Zagarin Marcel,Partidul Conservator,2008,92961
Cucuta Gheorghe,Partidul Democrat Liberal,2008,101724
Checiu Vasile,Partidul Democrat Liberal,2008,101804
Penu Mihail,Partidul National Liberal,2008,101822
Pavel Petre,Partidul National Liberal,2008,93085
Rotaru Gheorghe,Partidul National Liberal,2008,180055
Gazu Aurica,Partidul National Liberal,2008,102419
Stan Aurel - Ionel,Partidul Social Democrat,2008,93281
Ganea Nicoleta,Partidul Democrat Liberal,2008,93325
Nitulica Ion,Partidul Social Democrat,2008,93370
Nae Petrica,Partidul Social Democrat,2008,93441
Constantin Victor,Partidul Social Democrat,2008,93487
Moldoveanu Daniel - Marius,Partidul Democrat Liberal,2008,93539
Manole Vasile,Partidul National Taranesc Crestin Democrat,2008,102838
Duta Paul,Partidul Democrat Liberal,2008,102945
Cartusanu Gheorghita,Partidul Democrat Liberal,2008,103014
Romanescu Tudor,Partidul Democrat Liberal,2008,179962
Boboc Alecsandru,Partidul Conservator,2008,93664
Jelev Panait,Partidul Social Democrat,2008,103568
Alexandru Corneliu,Partidul Social Democrat,2008,103764
Anghel Constantin,Candidat independent,2008,93771
Nitu Aneta,Partidul Social Democrat,2008,93815
Matei Nicolae,Partidul National Liberal,2008,93851
Dobrin Ion,Partidul National Liberal,2008,104083
Manea Victor,Partidul Democrat Liberal,2008,93931
Mocanu Aurel,Partidul National Liberal,2008,104181
Paceagiu Gheorghe,Partidul Democrat Liberal,2008,100638
Dobre Gheorghe,Partidul National Liberal,2008,92587
Dobre Gheorghe,Partidul Democrat Liberal,2008,104323
Giurea Constantin,Partidul National Liberal,2008,104341
Damian Tudorel,Partidul National Liberal,2008,94223
Dumitrescu Florin,Partidul Democrat Liberal,2008,104635
Dobrescu Vasilica,Partidul Democrat Liberal,2008,104751
Rajnoveanu Nicolae,Partidul Social Democrat,2008,94312
Ghedzira Niculae,Partidul Conservator,2008,104886
Dumitrica Iulian,Partidul National Liberal,2008,105222
Isvoranu Ion,Partidul Democrat Liberal,2008,105259
Geambasu Iulian,Partidul National Liberal,2008,105384
Pandea Nicolae,Partidul Social Democrat,2008,94562
Avram George,Partidul Democrat Liberal,2008,94580
Chirica Constantin,Partidul Democrat Liberal,2008,105455
Uleia Gheorghe,Partidul National Liberal,2008,105605
Negoita Ion,Partidul National Liberal,2008,94606
Olteanu Anghel,Partidul Social Democrat,2008,94651
Culea Dumitru,Partidul Democrat Liberal,2008,105712
Vasile Lucian,Partidul National Liberal,2008,105829
Iliuta Vasile,Partidul Democrat Liberal,2008,94731
Constantin Mihalache,Partidul National Liberal,2008,94768
Funar Gheorghe,Partidul Unitatii Nationale Romane,1996,54975
Man Gheorghe Alexandru,Conventia Democratica Din Romania,1996,55008
Blasiu Virgil,Partidul Democratiei Sociale Din Romania,1996,55259
Giurgiu Gheorghe,Partidul Unitatii Nationale Romane,1996,55357
Pop Nicolae,Partidul Unitatii Nationale Romane,1996,55384
Chis Nicolae,Conventia Democratica Din Romania,1996,55446
Babinciuc Nicolae,Partidul Democratiei Sociale Din Romania,1996,55473
Truta Gligor,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,55598
Pop Ioan,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,55623
Farcas Ionel,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,55687
Todea Simion,Conventia Democratica Din Romania,1996,55776
Pop Ioan,Partidul Democratiei Sociale Din Romania,1996,55838
Luca Minodora,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,55918
Pasca Vasile,Partidul Unitatii Nationale Romane,1996,56014
Chira Ilie,Partidul Unitatii Nationale Romane,1996,56096
Precup Alexandru,Partidul Unitatii Nationale Romane,1996,56210
Crisan Aurel,Partidul Unitatii Nationale Romane,1996,56265
Rusu Viorel,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,56327
Morocazan Ioan,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,56354
Duma Valer,Partidul Democratiei Sociale Din Romania,1996,56425
Vuscan Traian,Partidul Democratiei Sociale Din Romania,1996,56461
Mocean Iancu,Partidul Democratiei Sociale Din Romania,1996,56522
Bodea Ionel,Candidat independent,1996,56568
Boldor Silviu,Partidul Unitatii Nationale Romane,1996,56666
Pacurar Ioan,Partidul Democrat Agrar Din Romania,1996,56773
Bara Ioan,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,56844
Cret Roman,Partidul Democratiei Sociale Din Romania,1996,56988
Mihut Ioan,Partidul Democratiei Sociale Din Romania,1996,57083
But Valer,Partidul Democratiei Sociale Din Romania,1996,57163
Iepure Maria,Partidul Unitatii Nationale Romane,1996,57225
Arsan Iuliana,Conventia Democratica Din Romania,1996,57314
Terec Ioan,Partidul Democratiei Sociale Din Romania,1996,57350
Marginean Alexandru,Partidul Unitatii Nationale Romane,1996,57449
Muncelean Teodor,Partidul Democratiei Sociale Din Romania,1996,55062
Pop Stefan,Partidul Unitatii Nationale Romane,1996,57546
Tantau Alexandru Ioan,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,57582
Ion Doru Sorin-Nicolae,Conventia Democratica Din Romania,1996,57644
Gherman Gligor,Partidul Democratiei Sociale Din Romania,1996,57706
Lacan Traian,Partidul Democratiei Sociale Din Romania,1996,57742
Hasmasan Ioan,Partidul Democratiei Sociale Din Romania,1996,57831
Cordos Gavril,Candidat independent,1996,57902
Tulbure Gheorghe,Partidul Unitatii Nationale Romane,1996,57948
Todor Marius,Partidul Romania Mare,1996,58008
Inoan Nicolae,Partidul Unitatii Nationale Romane,1996,58142
Antal Ioan,Uniunea Democrata Maghiara Din Romania,1996,58204
Prodan Alexa,Conventia Democratica Din Romania,1996,55106
Coste Petre,Partidul Unitatii Nationale Romane,1996,58259
Sasu Ana,Candidat independent,1996,58311
Cobarzan Ionel,Partidul Unitatii Nationale Romane,1996,58357
Todea Ardelean,Candidat independent,1996,58393
Capota Gheorghe,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,58464
Maris Ioan,Partidul Democratiei Sociale Din Romania,1996,58534
Guta Ovidiu,Partidul Unitatii Nationale Romane,1996,55160
Vana Vasile,Partidul Democrat Agrar Din Romania,1996,55277
Brehar Radut,Conventia Democratica Din Romania,1996,58552
Achis Giorgel Dumitru,Partidul Democratiei Sociale Din Romania,1996,58623
Kanyaro Paul,Uniunea Democrata Maghiara Din Romania,1996,58721
Catalina Ion,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,58856
Ciotlaus Gheorghe,Candidat independent,1996,58794
Moldovan Eugen,Conventia Democratica Din Romania,1996,58918
Sabau Ioan,Partidul Democratiei Sociale Din Romania,1996,58990
Costea Vasiliu,Candidat independent,1996,59041
Muresan Ioan,Partidul Unitatii Nationale Romane,1996,59130
Abrudan Ardeleanu,Partidul Democratiei Sociale Din Romania,1996,59238
Potra Aurel,Partidul Democratiei Sociale Din Romania,1996,59283
Luca Vasile,Uniunea Social Democrata Pd(Fsn) - Psdr,1996,55311
Bardos Attila Adalbert,Uniunea Democrata Maghiara Din Romania,1996,59327
Sallai Ioan,Uniunea Democrata Maghiara Din Romania,1996,59416
